iter	Passed	Remaining
1666	22998	4594
1667	23012	4580
1668	23027	4566
1669	23039	4552
1670	23052	4538
1671	23064	4524
1672	23080	4511
1673	23093	4497
1674	23107	4483
1675	23119	4469
1676	23133	4455
1677	23145	4441
1678	23158	4427
1679	23172	4413
1680	23187	4400
1681	23200	4386
1682	23214	4372
1683	23228	4358
1684	23241	4344
1685	23256	4331
1686	23270	4317
1687	23284	4303
1688	23299	4290
1689	23314	4276
1690	23329	4263
1691	23344	4249
1692	23358	4235
1693	23372	4221
1694	23386	4208
1695	23399	4194
1696	23413	4180
1697	23427	4166
1698	23440	4152
1699	23452	4138
1700	23467	4125
1701	23481	4111
1702	23495	4097
1703	23509	4083
1704	23521	4069
1705	23534	4055
1706	23549	4042
1707	23562	4028
1708	23576	4014
1709	23589	4000
1710	23601	3986
1711	23612	3972
1712	23624	3958
1713	23637	3944
1714	23649	3930
1715	23660	3915
1716	23673	3901
1717	23686	3887
1718	23700	3874
1719	23715	3860
1720	23728	3846
1721	23744	3833
1722	23757	3819
1723	23770	3805
1724	23784	3791
1725	23798	3777
1726	23812	3764
1727	23824	3750
1728	23835	3735
1729	23847	3721
1730	23857	3707
1731	23870	3693
1732	23883	3679
1733	23896	3665
1734	23910	3652
1735	23923	3638
1736	23936	3624
1737	23949	3610
1738	23963	3596
1739	23979	3583
1740	23993	3569
1741	24006	3555
1742	24020	3541
1743	24033	3527
1744	24046	3513
1745	24059	3500
1746	24073	3486
1747	24085	3472
1748	24099	3458
1749	24111	3444
1750	24124	3430
1751	24140	3417
1752	24153	3403
1753	24167	3389
1754	24180	3375
1755	24194	3361
1756	24207	3347
1757	24221	3334
1758	24235	3320
1759	24249	3306
1760	24264	3293
1761	24277	3279
1762	24289	3265
1763	24303	3251
1764	24315	3237
1765	24328	3223
1766	24342	3209
1767	24354	3195
1768	24367	3181
1769	24381	3168
1770	24393	3154
1771	24406	3140
1772	24419	3126
1773	24432	3112
1774	24446	3098
1775	24459	3084
1776	24473	3071
1777	24486	3057
1778	24498	3043
1779	24510	3029
1780	24522	3015
1781	24533	3001
1782	24546	2987
1783	24558	2973
1784	24572	2959
1785	24587	2946
1786	24600	2932
1787	24614	2918
1788	24628	2904
1789	24641	2890
1790	24654	2877
1791	24667	2863
1792	24680	2849
1793	24694	2835
1794	24708	2821
1795	24722	2808
1796	24736	2794
1797	24751	2780
1798	24765	2767
1799	24780	2753
1800	24793	2739
1801	24807	2725
1802	24821	2712
1803	24835	2698
1804	24852	2684
1805	24865	2671
1806	24877	2657
1807	24892	2643
1808	24905	2629
1809	24920	2616
1810	24935	2602
1811	24949	2588
1812	24963	2574
1813	24976	2560
1814	24991	2547
1815	25004	2533
1816	25017	2519
1817	25031	2505
1818	25045	2492
1819	25059	2478
1820	25072	2464
1821	25088	2450
1822	25104	2437
1823	25119	2423
1824	25134	2410
1825	25149	2396
1826	25162	2382
1827	25176	2368
1828	25191	2355
1829	25204	2341
1830	25217	2327
1831	25230	2313
1832	25241	2299
1833	25253	2285
1834	25269	2272
1835	25282	2258
1836	25295	2244
1837	25307	2230
1838	25318	2216
1839	25329	2202
1840	25344	2188
1841	25360	2175
1842	25374	2161
1843	25387	2147
1844	25400	2133
1845	25414	2120
1846	25427	2106
1847	25441	2092
1848	25455	2078
1849	25467	2064
1850	25480	2051
1851	25492	2037
1852	25505	2023
1853	25520	2009
1854	25533	1995
1855	25546	1982
1856	25560	1968
1857	25575	1954
1858	25589	1940
1859	25604	1927
1860	25619	1913
1861	25636	1899
1862	25650	1886
1863	25663	1872
1864	25677	1858
1865	25692	1845
1866	25706	1831
1867	25721	1817
1868	25735	1803
1869	25748	1790
1870	25763	1776
1871	25777	1762
1872	25792	1748
1873	25806	1735
1874	25821	1721
1875	25835	1707
1876	25848	1693
1877	25862	1680
1878	25877	1666
1879	25892	1652
1880	25905	1638
1881	25913	1624
1882	25923	1610
1883	25941	1597
1884	25951	1583
1885	25965	1569
1886	25979	1555
1887	25987	1541
1888	25995	1527
1889	26006	1513
1890	26019	1499
1891	26029	1485
1892	26040	1471
1893	26050	1457
1894	26064	1444
1895	26078	1430
1896	26095	1416
1897	26110	1403
1898	26124	1389
1899	26139	1375
1900	26151	1361
1901	26162	1348
1902	26176	1334
1903	26189	1320
1904	26203	1306
1905	26218	1293
1906	26231	1279
1907	26245	1265
1908	26255	1251
1909	26267	1237
1910	26281	1223
1911	26295	1210
1912	26308	1196
1913	26322	1182
1914	26334	1168
1915	26349	1155
1916	26362	1141
1917	26376	1127
1918	26389	1113
1919	26402	1100
1920	26414	1086
1921	26425	1072
1922	26438	1058
1923	26450	1044
1924	26463	1031
1925	26478	1017
1926	26490	1003
1927	26504	989
1928	26518	976
1929	26531	962
1930	26545	948
1931	26559	934
1932	26572	921
1933	26586	907
1934	26599	893
1935	26611	879
1936	26623	865
1937	26637	852
1938	26649	838
1939	26660	824
1940	26675	810
1941	26687	797
1942	26700	783
1943	26712	769
1944	26724	755
1945	26737	741
1946	26750	728
1947	26763	714
1948	26773	700
1949	26789	686
1950	26804	673
1951	26817	659
1952	26831	645
1953	26844	631
1954	26857	618
1955	26870	604
1956	26882	590
1957	26896	576
1958	26909	563
1959	26923	549
1960	26936	535
1961	26949	521
1962	26962	508
1963	26976	494
1964	26989	480
1965	26997	466
1966	27008	453
1967	27016	439
1968	27027	425
1969	27036	411
1970	27045	397
1971	27056	384
1972	27065	370
1973	27078	356
1974	27090	342
1975	27104	329
1976	27118	315
1977	27131	301
1978	27146	288
1979	27159	274
1980	27172	260
1981	27184	246
1982	27198	233
1983	27211	219
1984	27223	205
1985	27235	191
1986	27247	178
1987	27261	164
1988	27273	150
1989	27286	137
1990	27300	123
1991	27313	109
1992	27328	95
1993	27341	82
1994	27354	68
1995	27368	54
1996	27381	41
1997	27393	27
1998	27406	13
1999	27418	0
