timestamp,emg1,emg2,emg3,label
2796431,3968,34984,40249,6
2796436,7761,42506,41098,6
2796441,3376,44106,40841,6
2796446,3264,38633,40137,6
2796451,3472,35224,38953,6
2796456,3520,40585,42042,6
2796461,2960,43418,44762,6
2796466,9554,36520,38921,6
2796471,2272,35624,41626,6
2796476,11330,43402,43226,6
2796481,4801,43722,41482,6
2796486,4929,38601,43082,6
2796491,2960,36280,39865,6
2796496,5697,40489,36808,6
2796501,3296,44042,43642,6
2796508,10050,37977,37593,6
2796513,22741,31079,40265,6
2796518,2944,43738,41994,6
2796523,19204,47419,41626,6
2796528,5633,38441,37097,6
2796533,5793,38713,40217,6
2796538,3984,42154,43290,6
2796543,3408,41466,39817,6
2796548,9026,35704,37673,6
2796553,16388,34520,39993,6
2796558,2816,42682,42730,6
2796563,15683,44746,39625,6
2796568,5041,39033,35656,6
2796573,3936,39161,36552,6
2796578,4833,43370,39161,6
2796583,3584,40665,42378,6
2796588,4705,40505,35672,6
2796593,19220,36889,31671,6
2796598,4080,43130,39833,6
2796603,1888,40313,42970,6
2796608,8354,38729,37769,6
2796613,3760,38873,40313,6
2796618,3616,41594,44618,6
2796623,1936,42346,38057,6
2796628,3536,37417,40201,6
2796633,17508,34184,34472,6
2796638,5201,42266,42074,6
2796643,4721,41802,39769,6
2796648,5697,37465,39497,6
2796653,5985,37657,41418,6
2796658,3536,41738,41018,6
2796663,3504,41018,40329,6
2796668,3504,36728,39641,6
2796673,10594,35352,39097,6
2796678,2640,42698,41018,6
2796683,6289,43034,41466,6
2796688,2048,37433,40217,6
2796695,1136,38697,38585,6
2796700,1792,40457,44938,6
2796705,1856,39193,42506,6
2796710,14083,36744,41226,6
2796715,12130,37817,41546,6
2796720,4961,41802,44858,6
2796725,12707,40121,44986,6
2796730,7473,33304,39641,6
2796735,5905,38777,39337,6
2796740,3600,41578,44106,6
2796745,3072,38665,44346,6
2796750,2576,34568,39113,6
2796755,2800,39897,40009,6
2796760,3760,42986,44778,6
2796765,2576,38425,41482,6
2796770,5521,33128,37113,6
2796775,3664,41786,36937,6
2796780,4273,41978,45675,6
2796785,4417,38553,39897,6
2796790,4193,36008,37881,6
2796795,2976,39801,39977,6
2796800,4769,42954,42714,6
2796805,2880,38585,45195,6
2796810,3136,36360,38265,6
2796815,2992,38473,40105,6
2796820,3664,42266,44938,6
2796825,10386,36424,41738,6
2796830,2336,36969,35928,6
2796835,5521,38825,39881,6
2796840,4801,42538,45627,6
2796845,10738,40345,45291,6
2796850,4273,34856,38393,6
2796855,4064,38409,41834,6
2796860,3408,45659,41850,6
2796865,5777,39689,45275,6
2796870,4385,36392,36424,6
2796875,10242,37705,39225,6
2796880,3856,43066,44330,6
2796921,4433,43962,36424,6
2796926,7345,40265,41514,6
2796931,1696,36840,37673,6
2796936,2064,40313,38473,6
2796941,2384,44538,41322,6
2796946,2368,40041,40553,6
2796951,3664,38041,36280,6
2796956,5969,39641,38537,6
2796961,3808,44490,40441,6
2796966,6865,43658,38841,6
2796971,2736,36088,39913,6
2796976,3984,41578,37769,6
2796981,5649,44618,41546,6
2796986,13523,36760,38185,6
2796991,11362,32952,38745,6
2796996,6993,40345,37033,6
2797001,5473,42618,39401,6
2797006,10418,36536,37801,6
2797011,1680,37945,34904,6
2797016,2272,39721,40169,6
2797021,14531,47531,44794,6
2797026,8978,37801,41386,6
2797031,5441,38873,35368,6
2797036,2736,38857,41418,6
2797041,3648,44218,39433,6
2797046,12707,44346,41546,6
2797051,11618,32455,37081,6
2797056,9314,41258,42250,6
2797061,3744,44026,43706,6
2797066,4785,41386,38745,6
2797071,3136,36616,35000,6
2797076,7153,38857,42266,6
2797081,2560,44106,39161,6
2797086,8914,36328,41642,6
2797091,4273,37721,35224,6
2797096,3072,40441,36905,6
2797101,5649,43514,46107,6
2797108,13603,33432,41882,6
2797113,16019,31527,37529,6
2797118,4032,41450,41962,6
2797123,11986,47499,42762,6
2797128,4961,37769,41226,6
2797133,9058,33992,37481,6
2797138,1952,41482,41306,6
2797143,4161,42762,40441,6
2797148,7473,41450,37545,6
2797153,10178,32167,44042,6
2797158,2000,39417,44314,6
2797163,4961,46027,40970,6
2797168,5457,36152,44874,6
2797173,5329,35512,35368,6
2797178,3728,41674,41482,6
2797183,2800,43530,44618,6
2797188,3152,41370,33832,6
2797193,15331,31799,40521,6
2797198,3424,39177,42106,6
2797203,9090,46635,41482,6
2797208,5345,39465,39881,6
2797213,3520,35112,38553,6
2797218,3360,41242,42458,6
2797223,4353,44442,38761,6
2797228,5649,36520,39737,6
2797233,15363,32215,34024,6
2797238,3088,41754,42202,6
2797243,5345,44426,43498,6
2797248,4080,38329,37497,6
2797253,2384,35544,34104,6
2797258,10914,39177,40617,6
2797263,5217,44474,44698,6
2797268,9490,35096,38713,6
2797273,7777,35160,37241,6
2797278,4369,41946,36264,6
2797283,9858,45579,45323,6
2797288,2144,39177,38633,6
2797293,1952,37081,35608,6
2797300,11634,43882,44346,6
2797305,9058,39337,40729,6
2797310,1856,35928,39513,6
2797315,7553,37289,38281,6
2797320,2304,41994,46299,6
2797325,3344,38857,42698,6
2797330,4913,35480,38121,6
2797335,4625,39129,33368,6
2797340,5393,43754,43930,6
2797345,1776,41642,44586,6
2797350,2192,36921,37305,6
2797355,8194,37769,37113,6
2797360,4833,39321,45163,6
2797365,2000,41082,39337,6
2797370,2944,36008,35048,6
2797375,3200,38009,37977,6
2797380,3984,42394,42602,6
2797385,3024,40057,43226,6
2797390,3440,37257,38169,6
2797395,4000,35880,43850,6
2797400,2992,40281,43514,6
2797405,3344,42730,39897,6
2797410,4032,35464,39769,6
2797415,4145,38505,32407,6
2797420,6913,42730,48859,6
2797425,13187,43498,48187,6
2797430,16692,39017,40233,6
2797435,18036,33400,45131,6
2797440,5873,42730,39321,6
2797445,19604,45643,40713,6
2797450,5649,36840,37097,6
2797455,6049,40585,35592,6
2797460,9890,44218,44778,6
2797465,6145,41962,43674,6
2797470,2080,36856,39049,6
2797475,8866,37545,35288,6
2797480,4625,38985,47883,6
2797485,5249,41450,44666,6
2797492,1680,34728,36552,6
2797497,2560,40153,40025,6
2797502,6289,46251,34584,6
2797507,1632,39497,43306,6
2797512,5153,38025,36488,6
2797517,3072,38601,41594,6
2797522,1392,43242,44010,6
2797527,2672,39177,38649,6
2797532,5585,34392,38601,6
2797537,3072,39769,40617,6
2797542,3504,43802,43786,6
2797547,2304,40409,38377,6
2797552,3328,35448,36152,6
2797557,2928,40041,38617,6
2797562,10242,44778,43210,6
2797567,3152,39625,40105,6
2797572,4401,36632,35944,6
2797577,3968,37993,42426,6
2797582,3536,42794,41658,6
2797587,3296,39721,38281,6
2797592,1616,35320,38633,6
2797597,1808,39769,41386,6
2797602,6225,45451,45083,6
2797607,3136,39545,40137,6
2797612,14067,40201,31543,6
2797617,11202,39977,36088,6
2797622,4016,44698,38873,6
2797627,2112,40345,41002,6
2797632,1616,37417,33688,6
2797637,1920,39801,39529,6
2797642,3120,44010,43386,6
2797647,3392,40409,39337,6
2797652,2832,36328,35880,6
2797657,2224,41242,40873,6
2797662,3216,43754,43866,6
2797667,2528,40777,37657,6
2797672,2288,36488,35544,6
2797677,7825,42026,39305,6
2797717,2144,38361,39177,6
2797722,15267,46171,46987,6
2797727,3440,41370,38441,6
2797732,2768,37097,35064,6
2797737,1600,40265,40153,6
2797742,2064,43706,45387,6
2797747,2944,38873,45899,6
2797752,2016,36184,38153,6
2797757,8017,38585,39001,6
2797762,2272,44586,45275,6
2797767,2352,39929,41162,6
2797772,4577,37689,36744,6
2797777,4337,39977,40633,6
2797782,1808,43866,46459,6
2797787,2416,40809,41290,6
2797792,1680,35688,38137,6
2797797,4129,38937,37993,6
2797802,2464,44954,43322,6
2797807,3856,40281,42234,6
2797812,3872,35768,39705,6
2797817,2464,39865,37177,6
2797822,2192,44282,45531,6
2797827,2032,39401,38329,6
2797832,4881,37561,38329,6
2797837,6529,38105,42090,6
2797842,4785,45515,47051,6
2797847,4225,41370,42058,6
2797852,4305,34440,37721,6
2797857,1552,39913,41402,6
2797862,2704,43178,45018,6
2797867,4000,39705,41322,6
2797872,2192,35768,38489,6
2797877,2608,38649,38953,6
2797882,2896,42538,45435,6
2797887,1840,41194,41418,6
2797892,3088,35000,37801,6
2797897,6545,40105,42410,6
2797904,6625,42666,45451,6
2797909,3760,37481,39673,6
2797914,1968,35848,38345,6
2797919,2256,40169,41082,6
2797924,3840,41946,46075,6
2797929,2384,38121,42202,6
2797934,2576,35368,37065,6
2797939,3488,38265,42794,6
2797944,3504,41658,47643,6
2797949,3312,37209,40777,6
2797954,2496,34696,37961,6
2797959,4753,38713,42058,6
2797964,5057,41722,44522,6
2797969,2528,39081,37641,6
2797974,7169,34600,41178,6
2797979,5985,36312,43562,6
2797984,5313,41178,46635,6
2797989,4401,36056,41418,6
2797994,3136,36360,37961,6
2797999,3408,37609,43562,6
2798004,8530,44970,42970,6
2798009,1696,38697,41034,6
2798014,1648,34888,38361,6
2798019,3072,42554,32631,6
2798024,1440,42634,48299,6
2798029,2000,39241,39225,6
2798034,8274,34088,38425,6
2798039,2480,38105,43226,6
2798044,1840,42682,42922,6
2798049,3776,40361,38137,6
2798054,6705,32695,40553,6
2798059,2480,39353,44138,6
2798064,2320,43930,45947,6
2798069,2624,37865,42986,6
2798074,7377,32824,41178,6
2798079,2896,41434,40073,6
2798084,6289,44602,43018,6
2798089,3872,37129,40473,6
2798096,2064,38249,40217,6
2798101,3920,43450,40841,6
2798106,6097,39657,44138,6
2798111,3632,36344,38521,6
2798116,3056,37737,37833,6
2798121,4673,41706,43978,6
2798126,5457,38825,44138,6
2798131,1792,37513,39193,6
2798136,3536,36520,41258,6
2798141,4577,40169,41930,6
2798146,2896,41578,45675,6
2798151,1616,36969,40297,6
2798156,3680,36953,38809,6
2798161,3328,40697,39465,6
2798166,2640,40889,42794,6
2798171,2960,37465,40041,6
2798176,4097,39417,39929,6
2798181,3616,39689,45099,6
2798186,4897,40409,41610,6
2798191,2944,35816,41114,6
2798196,5089,37785,38249,6
2798201,2080,42650,42090,6
2798206,9362,40265,41242,6
2798211,3360,38185,35624,6
2798216,2560,38121,37305,6
2798221,2496,42282,41450,6
2798226,3232,40169,44810,6
2798231,3984,37529,40217,6
2798236,3408,37977,37177,6
2798241,6209,41562,40409,6
2798246,12579,43418,43018,6
2798251,15155,34840,37049,6
2798256,5585,37769,36392,6
2798261,6049,40857,41930,6
2798266,3776,41098,42426,6
2798271,3792,38105,39177,6
2798276,2864,38521,35368,6
2798281,3824,41834,40249,6
2798288,3632,39545,39881,6
2798293,3536,35752,35096,6
2798298,1872,39529,39305,6
2798303,1568,44986,43690,6
2798308,3664,40697,40249,6
2798313,2944,36552,34072,6
2798318,2304,39993,38985,6
2798323,2000,44538,43674,6
2798328,3392,41882,38857,6
2798333,3056,35528,34776,6
2798338,3760,39849,38649,6
2798343,2176,44362,42394,6
2798348,3712,38297,44442,6
2798353,2608,36312,36008,6
2798358,2752,39097,39977,6
2798363,1840,44762,43466,6
2798368,5713,38985,39289,6
2798373,3744,36600,32776,6
2798378,2992,39145,39161,6
2798383,7633,45371,45803,6
2798388,2864,40649,40217,6
2798393,2608,36840,35992,6
2798398,3536,38825,39241,6
2798403,2864,43914,41274,6
2798408,12851,42282,40889,6
2798413,8722,36200,39081,6
2798418,3968,38297,38153,6
2798423,3232,42970,43114,6
2798428,15043,38937,39481,6
2798433,10610,34568,34072,6
2798438,2960,41130,38521,6
2798443,25238,48651,47675,6
2798448,3936,40281,39225,6
2798453,2848,35672,34840,6
2798458,1808,40521,38073,6
2798463,4161,43306,44618,6
2798468,4177,39417,43162,6
2798473,4481,34648,37289,6
2798514,3264,34632,36889,6
2798519,4545,38169,41402,6
2798524,4145,40297,46379,6
2798529,3200,39017,42794,6
2798534,4689,33800,36792,6
2798539,3840,39433,41546,6
2798544,4993,40986,47435,6
2798549,3552,38025,41594,6
2798554,2720,35128,36104,6
2798559,1888,40857,40425,6
2798564,3392,41754,47211,6
2798569,3184,38793,38633,6
2798574,5233,33688,37865,6
2798579,4080,37081,44394,6
2798584,3952,40681,47739,6
2798589,5937,40905,41066,6
2798594,4417,35864,37497,6
2798599,3232,37193,43210,6
2798604,3232,42426,43626,6
2798609,2048,38041,43306,6
2798614,4241,33464,36600,6
2798619,4449,38809,39145,6
2798624,5345,42394,48395,6
2798629,3648,38089,40713,6
2798634,1840,34904,37577,6
2798639,4273,36376,43722,6
2798644,2848,40217,47339,6
2798649,3216,39097,42762,6
2798654,2288,36584,36728,6
2798659,2992,39273,43354,6
2798664,3888,42826,45851,6
2798669,1984,40217,38089,6
2798674,2656,34552,36937,6
2798679,2720,40553,40089,6
2798684,4161,41834,46347,6
2798689,1792,39353,39369,6
2798694,3056,34024,37593,6
2798699,4657,38089,43034,6
2798706,3568,41002,46539,6
2798711,1968,37945,38617,6
2798716,3472,34504,36568,6
2798721,1632,42026,38553,6
2798726,1680,42010,49212,6
2798731,4129,36008,43146,6
2798736,2464,37321,35464,6
2798741,3392,40409,43274,6
2798746,3936,42186,46379,6
2798751,3696,37209,41306,6
2798756,5313,37833,33368,6
2798761,4000,39993,42122,6
2798766,1904,43786,44714,6
2798771,2960,38217,42698,6
2798776,2976,35608,36824,6
2798781,2256,40521,41642,6
2798786,4593,42154,45371,6
2798791,3792,37881,40057,6
2798796,2768,34712,39385,6
2798801,3088,36840,45387,6
2798806,2304,46123,38361,6
2798811,4048,38537,38137,6
2798816,2976,35752,38873,6
2798821,3712,40745,41546,6
2798826,4080,43594,47003,6
2798831,2592,38345,40249,6
2798836,2080,36744,35544,6
2798841,3312,41146,37769,6
2798846,4177,42682,46411,6
2798851,4625,38169,35624,6
2798856,5505,34184,38809,6
2798861,2320,39465,44602,6
2798866,2464,45211,41434,6
2798871,1712,37785,44570,6
2798876,4241,37177,31623,6
2798881,4369,39017,43130,6
2798886,5137,44554,46715,6
2798891,1872,43242,34344,6
2798898,2688,38713,34744,6
2798903,3408,42090,40761,6
2798908,2032,39817,45579,6
2798913,14115,35688,29735,6
2798918,2832,37369,42922,6
2798923,6929,45675,45563,6
2798928,1600,42218,37065,6
2798933,2064,38393,35288,6
2798938,2544,38201,38073,6
2798943,3088,41866,42154,6
2798948,2112,42730,39097,6
2798953,12867,31879,38217,6
2798958,3760,38169,39785,6
2798963,8594,45627,45483,6
2798968,3008,42874,40169,6
2798973,1936,39113,34040,6
2798978,6417,40153,40841,6
2798983,3120,43514,44330,6
2798988,3280,41754,42218,6
2798993,13427,33768,34840,6
2798998,4945,38153,36472,6
2799003,9394,45179,44170,6
2799008,1936,41898,41882,6
2799013,1824,38617,37657,6
2799018,7217,38633,39289,6
2799023,15059,39401,40329,6
2799028,6017,42250,41994,6
2799033,3120,36985,36184,6
2799038,3328,38169,38889,6
2799043,2752,42714,42762,6
2799048,4241,41418,41418,6
2799053,5313,35240,41386,6
2799058,12130,41178,38841,6
2799063,4080,42730,40986,6
2799068,8978,43178,44010,6
2799073,3744,38473,38153,6
2799078,3536,38313,39241,6
2799085,3744,42074,44890,6
2799090,3408,39465,40761,6
2799095,2880,35912,36792,6
2799100,3584,39561,39417,6
2799105,1616,43802,43610,6
2799110,1792,40121,39017,6
2799115,2240,36280,37561,6
2799120,2752,38153,45675,6
2799125,4385,43722,47067,6
2799130,3520,39353,42170,6
2799135,3216,36520,34200,6
2799140,4145,39065,39625,6
2799145,3184,43914,45067,6
2799150,2912,39881,39129,6
2799155,3376,35512,35048,6
2799160,1856,39593,42346,6
2799165,2240,42730,46235,6
2799170,8482,41018,41274,6
2799175,12050,37049,39721,6
2799180,4241,41658,38713,6
2799185,4289,43578,44426,6
2799190,6753,38905,40393,6
2799195,1440,35000,36072,6
2799200,4321,40217,42346,6
2799205,1440,44058,45531,6
2799210,7345,41034,40329,6
2799215,3152,35544,33576,6
2799220,2320,40457,41434,6
2799225,1936,43434,44250,6
2799230,2304,40889,38857,6
2799235,2336,35992,37289,6
2799240,1984,40649,42762,6
2799245,4080,41210,48651,6
2799250,3216,40169,37609,6
2799255,2736,35320,34968,6
2799260,7617,39577,41642,6
2799265,2784,45259,47131,6
2799270,2544,37657,45499,6
2799310,2384,39945,38953,6
2799315,2352,35288,33608,6
2799320,2032,40121,39785,6
2799325,18612,46811,50460,6
2799330,9346,41738,40569,6
2799335,7697,37545,34424,6
2799340,8898,37449,48475,6
2799345,10226,43658,53933,6
2799350,6785,37689,48603,6
2799355,9106,35288,44170,6
2799360,8242,39529,44330,6
2799365,11874,44506,50028,6
2799370,4785,39929,42170,6
2799375,5969,36216,37017,6
2799380,13155,37753,38841,6
2799385,7553,43338,45707,6
2799390,3376,38921,44122,6
2799395,2656,35720,30919,6
2799400,3120,39561,39513,6
2799405,2624,43994,45083,6
2799410,3472,39177,36824,6
2799415,2720,35480,36136,6
2799420,4289,39465,39689,6
2799425,4657,42282,50540,6
2799430,16660,42570,47419,6
2799435,7361,38169,27446,6
2799440,7489,40601,38425,6
2799445,13523,42282,43578,6
2799450,3696,40121,37609,6
2799455,2944,37817,32279,6
2799460,5041,39497,40409,6
2799465,1952,42794,49916,6
2799470,13315,41610,44506,6
2799475,8242,36408,38857,6
2799480,10194,40201,38329,6
2799485,15123,42346,42106,6
2799490,5825,40057,41610,6
2799495,3280,36520,33656,6
2799502,2000,39225,38873,6
2799507,27574,47499,49996,6
2799512,12835,41530,40841,6
2799517,5585,35352,39833,6
2799522,8482,39241,48011,6
2799527,18660,39321,42906,6
2799532,4016,40665,35512,6
2799537,6977,35064,37769,6
2799542,5377,39385,38617,6
2799547,2016,44394,43754,6
2799552,2208,39705,42730,6
2799557,2768,34008,40521,6
2799562,2848,38793,42442,6
2799567,2032,44794,42378,6
2799572,2112,39209,39577,6
2799577,4785,36168,41098,6
2799582,4609,37545,45963,6
2799587,2672,43850,44586,6
2799592,3504,39081,41258,6
2799597,1936,35576,37065,6
2799602,2368,39657,39385,6
2799607,2400,42634,45563,6
2799612,3232,40505,37785,6
2799617,11330,41434,31255,6
2799622,2960,39641,39033,6
2799627,2432,42586,45835,6
2799632,3616,40873,35384,6
2799637,3872,36360,36328,6
2799642,3472,40281,41818,6
2799647,3184,43546,39977,6
2799652,5089,38953,44538,6
2799657,2512,36744,36120,6
2799662,2912,40489,39433,6
2799667,5681,41434,47307,6
2799672,3424,37817,42874,6
2799677,2336,36104,35544,6
2799682,5505,39785,44506,6
2799689,4273,41706,43242,6
2799694,3008,36696,37529,6
2799699,3392,36072,40441,6
2799704,3280,40970,45147,6
2799709,3472,42202,38601,6
2799714,2656,37097,37817,6
2799719,3296,36008,38713,6
2799724,2976,40697,43626,6
2799729,2048,42842,42506,6
2799734,2448,37465,36744,6
2799739,3840,37657,34472,6
2799744,4641,41738,43290,6
2799749,5089,41626,41114,6
2799754,3120,37673,36296,6
2799759,4289,37001,35976,6
2799764,3744,41626,42058,6
2799769,4897,44250,38633,6
2799774,1344,34904,43962,6
2799779,1808,37865,37161,6
2799784,1344,41226,41386,6
2799789,2896,42938,43834,6
2799794,1520,38377,36953,6
2799799,2736,37737,37801,6
2799804,1968,43802,43498,6
2799809,1600,43050,42554,6
2799814,1616,38873,34968,6
2799819,5441,37657,41578,6
2799824,2992,41786,46379,6
2799829,4209,43706,43466,6
2799834,8962,37049,31495,6
2799839,2592,37657,35816,6
2799844,8642,42186,44138,6
2799849,2736,44202,42826,6
2799854,6785,40057,36760,6
2799859,4433,38809,37225,6
2799864,3152,42026,42682,6
2799869,3040,42954,45915,6
2799874,6689,36889,33272,6
2799881,2544,40809,35848,6
2799886,3824,43818,44858,6
2799891,2720,40265,39241,6
2799896,7009,36296,39433,6
2799901,4064,40457,38937,6
2799906,3376,44186,46955,6
2799911,5041,39081,39449,6
2799916,3424,34680,34584,6
2799921,1616,41050,40345,6
2799926,8530,46027,45163,6
2799931,8290,41722,43018,6
2799936,4497,36184,37257,6
2799941,8258,40825,43162,6
2799946,9234,45050,50204,6
2799951,10978,43498,40489,6
2799956,11778,34712,31671,6
2799961,4080,40121,36856,6
2799966,19508,45931,50364,6
2799971,11426,42058,43226,6
2799976,8466,37817,35000,6
2799981,11714,41450,38505,6
2799986,8642,44138,46571,6
2799991,7105,41482,43338,6
2799996,11890,32599,35432,6
2800001,5329,38265,37961,6
2800006,19748,46411,47403,6
2800011,3648,43930,33832,6
2800016,10754,37817,38201,6
2800021,9282,42298,37065,6
2800026,7073,42298,54829,6
2800031,7777,42010,44714,6
2800036,4401,34328,33128,6
2800041,4385,38553,38857,6
2800046,19892,46459,50204,6
2800051,4289,40201,38361,6
2800056,9490,36905,38521,6
2800061,11010,39881,41162,6
2800066,8802,43786,47867,6
2800107,4609,42922,47467,6
2800112,6193,40537,42410,6
2800117,6769,33928,36312,6
2800122,3360,39257,42346,6
2800127,10466,44906,47707,6
2800132,6673,37961,36632,6
2800137,2736,36072,35816,6
2800142,8610,39673,36440,6
2800147,2992,45195,46347,6
2800152,5169,39641,38649,6
2800157,2992,34280,37913,6
2800162,2816,40281,40537,6
2800167,6433,46027,42826,6
2800172,4241,39913,39497,6
2800177,1968,34600,37449,6
2800182,3424,40889,44554,6
2800187,2512,45787,41690,6
2800192,2576,41674,39881,6
2800197,3264,35240,34520,6
2800202,4465,39865,39753,6
2800207,2352,44826,45531,6
2800212,1968,40569,41082,6
2800217,6945,37545,35848,6
2800222,1904,40889,39721,6
2800227,4241,44698,45499,6
2800232,4113,39513,41322,6
2800237,3296,36216,34776,6
2800242,2896,37049,49292,6
2800247,3520,43178,47899,6
2800252,4161,39945,36376,6
2800257,2656,36184,35752,6
2800262,3296,40089,38185,6
2800267,3952,45499,47467,6
2800272,2192,38201,45691,6
2800277,1952,35064,34136,6
2800282,2960,40281,39625,6
2800287,1664,44346,44442,6
2800294,2704,37833,33560,6
2800299,3392,35768,35304,6
2800304,3664,39705,46715,6
2800309,3728,43386,42362,6
2800314,3568,39817,36985,6
2800319,2448,36824,37705,6
2800324,3376,40537,40185,6
2800329,2752,46619,38617,6
2800334,4000,41786,33080,6
2800339,4145,36728,37177,6
2800344,5281,36504,51164,6
2800349,4305,42874,42714,6
2800354,4417,40377,32263,6
2800359,3424,39081,31287,6
2800364,2800,40809,40921,6
2800369,3888,43018,42122,6
2800374,3808,37977,38953,6
2800379,6769,35976,35512,6
2800384,4593,38617,42314,6
2800389,3536,44266,41162,6
2800394,2544,40425,38905,6
2800399,4321,35736,36376,6
2800404,3712,39593,42794,6
2800409,3904,43594,46411,6
2800414,2608,38537,39097,6
2800419,2368,36264,36232,6
2800424,3968,40153,43994,6
2800429,4000,41946,45787,6
2800434,3904,39561,39833,6
2800439,3568,36008,35992,6
2800444,3808,40761,35208,6
2800449,3728,42698,49196,6
2800454,3632,40745,34152,6
2800459,2240,36552,33432,6
2800464,2208,39177,45803,6
2800469,4161,46379,40249,6
2800474,2976,39385,39961,6
2800479,1600,37065,35144,6
2800486,33784,44122,55805,6
2800491,10994,39401,39065,6
2800496,2240,40601,30727,6
2800501,3312,36808,38089,6
2800506,3056,41610,44634,6
2800511,3392,40313,42346,6
2800516,2416,41210,32055,6
2800521,3808,37817,40297,6
2800526,3328,41610,43578,6
2800531,2384,37337,48107,6
2800536,4048,36200,39097,6
2800541,3296,37289,40745,6
2800546,2864,41658,45323,6
2800551,3152,38985,44682,6
2800556,3312,38185,34056,6
2800561,4673,37865,33848,6
2800566,3520,38745,50892,6
2800571,3408,40793,45691,6
2800576,2320,41258,29079,6
2800581,2288,35432,39401,6
2800586,2576,40281,47307,6
2800591,4048,38649,45595,6
2800596,3008,37801,38745,6
2800601,3072,37241,39177,6
2800606,3200,39577,44906,6
2800611,1568,42378,39657,6
2800616,1984,40970,30391,6
2800621,3168,37113,40809,6
2800626,2864,41034,45483,6
2800631,2128,44026,37145,6
2800636,2336,37929,36728,6
2800641,2800,36792,39865,6
2800646,2608,43658,43738,6
2800651,3872,39769,45915,6
2800656,2656,40297,31991,6
2800661,2160,35448,41642,6
2800666,3200,40425,42170,6
2800673,2656,39657,39945,6
2800678,2688,35336,32792,6
2800683,1968,40601,34712,6
2800688,2992,39497,39817,6
2800693,4401,38217,38857,6
2800698,2176,36664,34616,6
2800703,1872,36921,46187,6
2800708,3264,42762,50220,6
2800713,4000,40329,40153,6
2800718,3280,35496,37945,6
2800723,1824,40713,39945,6
2800728,1712,43722,46955,6
2800733,3104,36168,41754,6
2800738,3664,34792,37369,6
2800743,3392,38601,41066,6
2800748,3776,42906,45371,6
2800753,4048,37129,43434,6
2800758,2240,34584,40889,6
2800763,3088,42698,36921,6
2800768,3280,42666,42122,6
2800773,17076,44618,39417,6
2800778,3296,34168,36632,6
2800783,2304,42282,39625,6
2800788,3360,44202,43850,6
2800793,4961,39977,40537,6
2800798,3088,34712,31911,6
2800803,2000,39001,39369,6
2800808,3888,47003,41370,6
2800813,3408,39929,38169,6
2800818,3472,35640,35768,6
2800823,1888,39465,43114,6
2800828,2224,45227,43370,6
2800833,3392,39961,34584,6
2800838,2368,36248,35112,6
2800843,2544,37481,47995,6
2800848,2528,44538,43562,6
2800853,3360,39817,36600,6
2800858,2992,36648,33368,6
2800898,6977,34744,33032,6
2800903,4321,39897,41626,6
2800908,4097,42794,43290,6
2800913,3440,40009,37561,6
2800918,1856,36792,33496,6
2800923,1808,39865,37417,6
2800928,5873,43146,43818,6
2800933,6305,38505,41066,6
2800938,2784,35432,36072,6
2800943,2112,37897,41034,6
2800948,2848,42122,44394,6
2800953,3312,40281,37017,6
2800958,4609,34904,36456,6
2800963,2112,42362,38697,6
2800968,2272,44170,40601,6
2800973,2720,39145,38393,6
2800978,8242,35320,34616,6
2800983,5105,37113,39161,6
2800988,3312,45131,42186,6
2800993,2368,41946,38761,6
2800998,2496,35288,38409,6
2801003,2560,41066,37177,6
2801008,11794,43722,39241,6
2801013,5745,41242,34728,6
2801018,2048,36856,35544,6
2801023,1808,37337,45403,6
2801028,3616,43818,42154,6
2801333,5073,40473,41466,7
2801338,3536,37433,37545,7
2801343,3296,35432,39065,7
2801348,3664,39801,50220,7
2801353,3872,41786,41386,7
2801358,2448,37737,40265,7
2801363,4577,40473,36136,7
2801368,3232,42778,46347,7
2801373,2160,42410,40265,7
2801378,4321,38937,32087,7
2801383,3040,40857,34232,7
2801390,5713,43834,41802,7
2801395,2800,38889,36696,7
2801400,3488,37673,32231,7
2801405,2560,37625,47851,7
2801410,2976,45131,42138,7
2801415,3120,39161,38185,7
2801420,2752,38377,29559,7
2801425,4721,39033,44522,7
2801430,5649,41402,47003,7
2801435,3552,43050,27686,7
2801440,5105,32151,45211,7
2801445,2672,37993,46411,7
2801450,1968,42218,45018,7
2801455,3088,37993,42314,7
2801460,2192,34744,39561,7
2801465,6609,38857,47403,7
2801470,5025,44458,42122,7
2801475,4497,36856,45595,7
2801480,4369,34760,38345,7
2801485,3456,39321,42234,7
2801490,4705,41146,39641,7
2801495,3424,36072,44858,7
2801500,2016,34216,35400,7
2801505,4577,41450,43434,7
2801510,3360,43802,39065,7
2801515,3216,38985,40345,7
2801520,3504,35448,36921,7
2801525,2976,38169,48235,7
2801530,3392,44010,42154,7
2801535,2512,38953,37417,7
2801540,4721,36552,36520,7
2801545,3488,38409,42186,7
2801550,2736,42618,43914,7
2801555,2368,43498,30887,7
2801560,2720,34280,38217,7
2801565,2688,43226,39353,7
2801570,3376,45643,39657,7
2801575,3824,38665,39721,7
2801582,6993,37769,33160,7
2801587,3152,40809,44442,7
2801592,4385,41818,41594,7
2801597,1968,41818,31847,7
2801602,2960,37497,35336,7
2801607,2112,39561,45291,7
2801612,3184,44442,41082,7
2801617,2880,39737,36712,7
2801622,3936,35960,41802,7
2801627,3248,41898,40473,7
2801632,4929,43930,41034,7
2801637,3200,39625,36616,7
